ADRNo;SOC;SOCCode: System Organ Class;HLT:Higher Level Term;HLTCode;PT: Preffered Term;PTCode;LLT: Lower Level Term;LLTCode
10571/19;Cardio-vascular system disorders;4;Cardiac rhythm disorders;21;Tachycardia;122;Tachycardia;192
10571/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Dyspnoea;506;Open mouth breathing;1172
10571/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Dyspnoea;506;Breathing difficulty;1170
10098/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Other abnormal test result NOS;1221
10099/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Other abnormal test result NOS;1221
10673/19;Application site disorders;1;Injection site reactions;3;Injection site haemorrhage;50;Injection site haemorrhage;82
10673/19;Systemic disorders;19;General signs or symptoms;154;Oedema NOS;609;Localised oedema (not application site);1586
10383/19;Systemic disorders;19;General signs or symptoms;154;Hypothermia;605;Decreased body temperature;1016
10383/19;Neurological disorders;14;Neuromuscular disorders;101;Hyperreflexia;410;Increased reflexes;1532
10383/19;Eye disorders;8;Abnormal vision;52;Impaired vision;253;Abnormal pupil light reflex;1097
9336/19;Behavioural disorders;2;Other behavioural disorders;6;Anxiety;70;Distress;114
9336/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
9336/19;Systemic disorders;19;General signs or symptoms;154;Collapse NOS;599;Collapse NOS (see also 'Cardio-vascular' and 'Neurological disorders');1001
9336/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Rubbing;2496
9230/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Other abnormal test result NOS;1221
9231/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Other abnormal test result NOS;1221
9091/19;Cardio-vascular system disorders;4;Cardiac/heart disorders;23;Cardiac disorder NOS;125;Cardiac disorder NOS;202
9091/19;Cardio-vascular system disorders;4;Cardiac/heart disorders;23;Cardiomyopathy;127;Cardiomyopathy;205
10087/19;Application site disorders;1;Injection site reactions;3;Injection site oedema;55;Injection site swelling;91
10087/19;Application site disorders;1;Injection site reactions;3;Injection site inflammation;51;Injection site warmth;1556
10087/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Musculoskeletal disorder NOS;640;Stiff gait;1950
10087/19;Skin and appendages disorders;18;Sweating disorders;149;Hyperhidrosis;588;Increased sweating;974
10087/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Lameness;378;Lameness;615
10087/19;Investigations;34;Abnormal imaging;266;Abnormal radiograph finding;1091;Abnormal radiograph finding;2070
9286/19;Neurological disorders;14;Convulsions and epilepsy;97;Epileptic seizure;398;Grand mal seizure;2727
9286/19;Investigations;34;Abnormal necropsy;265;Abnormal necropsy finding;1090;NT - Abnormal necropsy finding NOS;2142
9286/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Pulmonary congestion;508;Pulmonary congestion;843
9286/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Pulmonary oedema;512;Pulmonary oedema;848
9286/19;Eye disorders;8;Scleral and conjunctival disorders;64;Scleritis;294;Scleritis;473
9286/19;Hepato-biliary disorders;9;Hepatic disorders;66;Hepatomegaly;307;Hepatomegaly;494
9286/19;Blood and lymphatic system disorders;3;Spleen and reticulo-endothelial system disorders;20;Splenomegaly;118;Splenomegaly;185
9307/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Dyspnoea;506;Laboured breathing;1171
9307/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
9307/19;Blood and lymphatic system disorders;3;Lymph node disorders;18;Lymphadenopathy;108;Lymphadenopathy;174
9307/19;Digestive tract disorders;5;Abdominal cavity disorders;28;Fluid in abdomen;627;Ascites;1030
9307/19;Blood and lymphatic system disorders;3;Lymph node disorders;18;Lymphoma;110;Lymphoma;176
9307/19;Systemic disorders;19;Death;151;Death;592;Death by euthanasia;981
10034/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Weakness;1023
10034/19;Neurological disorders;14;Neuromuscular disorders;101;Nystagmus;414;Nystagmus;691
9000/19;Systemic disorders;19;Death;151;Death;592;Death by euthanasia;981
10452/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Other abnormal test result NOS;1221
6240/19;Investigations;34;Renal and urinary investigations;262;Haematuria;1077;Haematuria;1967
6240/19;Musculoskeletal disorders;13;Bone and joint disorders;83;Arthritis;352;Arthritis;569
6240/19;Eye disorders;8;Retinal disorders;63;Retinal detachment;288;Retinal detachment;465
6240/19;Eye disorders;8;Abnormal vision;52;Impaired vision;253;Bumping into walls;2403
6240/19;Renal and urinary disorders;15;Urinary bladder disorders;109;Urinary bladder disorder NOS;435;Urinary bladder disorder NOS;732
6240/19;Digestive tract disorders;5;Intestinal disorders;236;Intestinal stasis;628;Constipation;267
8993/19;Systemic disorders;19;Death;151;Death;592;Death by euthanasia;981
2881/19;Systemic disorders;19;General signs or symptoms;154;Weight gain;620;Weight gain;1050
10607/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
10326/19;Endocrine system disorders;7;Pancreas endocrine disorders;48;Diabetes mellitus;240;Diabetic ketoacidosis;2053
7285/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Dull;2274
7285/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Depression;1024
7285/19;Musculoskeletal disorders;13;Muscular disorders;89;Muscle pain;373;Muscle pain;608
7285/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Lameness;378;Lameness;615
0278/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Lameness;378;Lameness;615
9715/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Musculoskeletal disorder NOS;640;Gait abnormality;1989
10043/19;Application site disorders;1;Injection site reactions;3;Injection site pain;56;Injection site pain;93
9946/19;Skin and appendages disorders;18;Hair follicle and sebaceous gland disorders;144;Hair change;771;Hair change;1506
8155/19;Systemic disorders;19;General signs or symptoms;154;Weight loss;946;Weight loss;1043
9176/19;Systemic disorders;19;General signs or symptoms;154;Polydipsia;339;Polydipsia;543
9176/19;Digestive tract disorders;5;Abdominal cavity disorders;28;Abdominal pain;163;Abdominal discomfort;2010
4756/19;Eye disorders;8;Retinal disorders;63;Retinal detachment;288;Retinal detachment;465
8127/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Dermatitis and eczema;938;Localised skin reaction;1585
4756/19;Musculoskeletal disorders;13;Bone and joint disorders;83;Bone and joint disorder NOS;354;Knuckling;578
10283/19;Behavioural disorders;2;Other behavioural disorders;6;Hyperactivity;73;Unsettled;2673
9286/19;Neurological disorders;14;Convulsions and epilepsy;97;Epileptic seizure;398;Epileptic seizure;648
10526/19;Systemic disorders;19;General signs or symptoms;154;Ulceration NOS;613;Ulceration NOS;1038
10526/19;Blood and lymphatic system disorders;3;Lymph node disorders;18;Lymphadenopathy;108;Enlarged lymph nodes (generalised);2426
10526/19;Hepato-biliary disorders;9;Hepatic disorders;66;Hepatic fibrosis;303;Hepatic fibrosis;488
10526/19;Hepato-biliary disorders;9;Hepatic disorders;66;Hepatic disorder NOS;775;Hepatic disorder NOS;1520
10526/19;Respiratory tract disorders;17;Nasal cavity and sinus disorders;135;Rhinitis;522;Rhinitis;869
10526/19;Investigations;34;Abnormal necropsy;265;Abnormal necropsy finding;1090;NT - Abnormal necropsy finding NOS;2142
10526/19;Digestive tract disorders;5;Intestinal disorders;236;Colitis;164;Colitis;265
10526/19;Digestive tract disorders;5;Intestinal disorders;236;Enteritis;205;Intestinal congestion;326
10526/19;Digestive tract disorders;5;Stomach disorders;38;Gastritis;215;Gastritis;341
9455/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
8506/19;Digestive tract disorders;5;Oral cavity disorders;34;Gingival disorder;179;Gingival disorder;1885
9618/19;Digestive tract disorders;5;Other digestive tract disorders;35;Digestive tract hypermotility;879;Gut sounds increased;1890
9618/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
10394/19;Digestive tract disorders;5;Other digestive tract disorders;35;Digestive tract hypermotility;879;Gut sounds increased;1890
10460/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Other abnormal test result NOS;1221
8280/19;Systemic disorders;19;Systemic disorders NOS;158;Systemic disorder NOS;622;Infectious disease NOS;2597
7827/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
7827/19;Systemic disorders;19;General signs or symptoms;154;Oedema NOS;609;Localised oedema (not application site);1586
7827/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Abnormal test result;1221
7828/19;Investigations;34;Renal and urinary investigations;262;Proteinuria;1083;Proteinuria;1961
7828/19;Investigations;34;Renal and urinary investigations;262;Isosthenuria;1072;Isosthenuria;2254
7828/19;Investigations;34;Hepatobiliary investigations;258;Elevated liver enzymes;1052;Elevated liver enzymes;1942
7828/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Azotaemia;2182
7828/19;Investigations;34;Electrolyte investigations;260;Hyperphosphataemia;1066;Hyperphosphataemia;2046
7828/19;Investigations;34;Serum protein investigations;251;Hyperalbuminaemia;1034;Hyperalbuminaemia;2154
7828/19;Systemic disorders;19;General signs or symptoms;154;Increased appetite;779;Polyphagia;137
7828/19;Behavioural disorders;2;Other behavioural disorders;6;Hyperactivity;73;Agitation;121
7828/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Lameness;378;Lameness;615
7828/19;Behavioural disorders;2;Other behavioural disorders;6;Hyperactivity;73;Pacing;2208
7828/19;Cardio-vascular system disorders;4;Cardiac rhythm disorders;21;Tachycardia;122;Increased heart rate;193
7828/19;Musculoskeletal disorders;13;Bone and joint disorders;83;Bone and joint disorder NOS;354;Bone and joint disorder NOS;577
7828/19;Systemic disorders;19;General signs or symptoms;154;Localised pain NOS;607;Localised pain NOS (see other 'SOCs' for specific pain);1026
7828/19;Musculoskeletal disorders;13;Muscular disorders;89;Muscle stiffness;374;Stiffness limb;1793
7828/19;Eye disorders;8;Eyelid disorders;56;Palpebral disorder NOS;266;Eyelid lump;2461
7828/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Dermal mass;975;Dermal mass;2262
7828/19;Renal and urinary disorders;15;Urinary bladder disorders;109;Urinary incontinence;436;Urinary incontinence;735
7828/19;Investigations;34;Renal and urinary investigations;262;Haematuria;1077;Haematuria;1967
7557/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Elevated blood urea nitrogen (BUN);2047
7557/19;Investigations;34;Red blood cell investigations;249;Polycythaemia;1028;Polycythaemia;2521
7557/19;Investigations;34;Red blood cell investigations;249;Polycythaemia;1028;Increased packed cell volume (PCV);2419
7557/19;Investigations;34;Thrombocyte investigations;248;Thrombocytopenia;95;Low platelet count;161
7557/19;Investigations;34;Hepatobiliary investigations;258;Elevated liver enzymes;1052;Elevated alanine aminotransferase (ALT);2050
10508/19;Investigations;34;Abnormal cytology;264;Abnormal cytology;1089;Abnormal cytology;2588
10508/19;Hepato-biliary disorders;9;Hepatic disorders;66;Hepatitis;306;Hepatitis;493
10508/19;Hepato-biliary disorders;9;Hepatic disorders;66;Hepatic fibrosis;303;Hepatic cirrhosis;489
10508/19;Hepato-biliary disorders;9;Hepatic disorders;66;Hepatic fibrosis;303;Hepatic fibrosis;488
10508/19;Cardio-vascular system disorders;4;Cardiac/heart disorders;23;Valvular disorder;136;NT - endocardiosis;2308
10508/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Pneumonia;507;NT - pulmonary mineralisation (chronic renal failure);2367
10508/19;Systemic disorders;19;General signs or symptoms;154;Lipoma;933;Lipoma;2062
8594/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Dull;2274
7674/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Other abnormal test result NOS;1221
2881/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
2881/19;Investigations;34;Renal and urinary investigations;262;Urine abnormalities NOS;907;Urine abnormalities NOS;1959
10675/19;Systemic disorders;19;Death;151;Death;592;Death;984
7599/19;Application site disorders;1;Injection site reactions;3;Injection site infection;44;Injection site abscess;72
4756/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
7285/19;Application site disorders;1;Injection site reactions;3;Injection site reaction NOS;59;Injection site lump;92
10508/19;Systemic disorders;19;Systemic disorders NOS;158;Systemic disorder NOS;622;Infectious disease NOS;2597
6240/19;Systemic disorders;19;Death;151;Death;592;Death by euthanasia;981
4540/19;Systemic disorders;19;General signs or symptoms;154;Ulceration NOS;613;Ulceration NOS;1038
4540/19;Eye disorders;8;Other eye disorders;62;Eye disorder NOS;280;Eye disorder NOS (for photophobia see 'neurological');452
8502/19;Systemic disorders;19;General signs or symptoms;154;Collapse NOS;599;Collapse NOS (see also 'Cardio-vascular' and 'Neurological disorders');1001
7658/19;Skin and appendages disorders;18;Skin disorders NOS;239;Skin disorders NOS;847;Skin disorders NOS;1756
7658/19;Behavioural disorders;2;Other behavioural disorders;6;Grooming disorder;908;Excessive licking and/or grooming;1974
0477/19;Application site disorders;1;Injection site reactions;3;Injection site stiffness;786;Injection site stiffness;1553
4003/19;Application site disorders;1;Injection site reactions;3;Injection site inflammation;51;Injection site warmth;1556
8325/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
5001/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
4866/19;Neurological disorders;14;Coordination and balance signs;98;Ataxia;400;Ataxia;654
4866/19;Neurological disorders;14;Mental impairment;217;Disorientation;401;Disorientation;660
4866/19;Eye disorders;8;Iris, ciliary body and choroid disorders;57;Uveitis;270;Uveitis;435
4866/19;Digestive tract disorders;5;Intestinal disorders;236;Intestinal disorder NOS;987;Intestinal disorder NOS;2440
9114/19;Systemic disorders;19;Death;151;Death;592;Death by euthanasia;981
